stock,name,ticker,country,sector,base_quarter,current_weight,predicted_weight,low,mid,high,predicted_change_%,model
HK0001200002,Zijin Gold International Co Ltd,02259,HKG,Basic Materials,Aug-26,0.05805878268714982,0.061067460460628754,0.03471654971401474,0.05541667888438802,0.11650942553292969,0.0,naive (no feature history)
CNE1000004L9,Weichai Power Co Ltd Class H,02338,CHN,Consumer Cyclical,Aug-26,0.06401610120782125,0.06101501573149461,0.03347892490084765,0.05434076481171948,0.11693288546748315,-9.383857005166888,ridge_a0.1
INE685A01028,Torrent Pharmaceuticals Ltd,TORNTPHARM,IND,Healthcare,Aug-26,0.06173948285059497,0.06051022146707757,0.03249538140730293,0.05543303208254217,0.10268828279321017,-6.819760801206084,ridge_a0.1
INE059A01026,Cipla Ltd,500087,IND,Healthcare,Aug-26,0.06233120304035862,0.05992285851557216,0.03365904002454438,0.053048431957423384,0.10766467453859055,-8.600234991840534,ridge_a0.1
INE298A01020,Cummins India Ltd,500480,IND,Industrials,Aug-26,0.05952303942792091,0.0596341548615656,0.03193092610685291,0.053696316340252605,0.11140982582231311,-4.749330885717293,ridge_a0.1
02015|CHN,Li Auto Inc Ordinary Shares - Class A,02015,CHN,Consumer Cyclical,Aug-26,0.060646304872896004,0.05956280919992477,0.033267543367174385,0.05375217177880502,0.11280322369255305,-6.625370078991208,ridge_a0.1
KR7017670001,SK Telecom Co Ltd,017670,KOR,Communication Services,Aug-26,0.06109761688203778,0.05951485391369309,0.03324310833263539,0.05271472272647036,0.10902998843109384,-7.389726468867266,ridge_a0.1
INE814H01029,Adani Power Ltd,533096,IND,Utilities,Aug-26,0.05602286406813247,0.05892603802609642,0.032684561434698105,0.054720650324464284,0.11784219040952319,0.0,naive (no feature history)
INE775A01035,Samvardhana Motherson International Ltd,MOTHERSON,IND,Consumer Cyclical,Aug-26,0.05936257293578161,0.05877944517611493,0.03332001175970703,0.054396856531142956,0.11136109084451726,-5.86072872909785,ridge_a0.1
TW0001301000,Formosa Plastics Corp,1301,TWN,Basic Materials,Aug-26,0.061217966751142244,0.05872752793992102,0.031546386565710884,0.05136019882317197,0.10324332294117163,-8.794530168265565,ridge_a0.1
GRS434003000,Public Power Corp SA,PPC,GRC,Utilities,Aug-26,0.059492951960644795,0.058634999033090135,0.032946757912017545,0.052059476572040686,0.11298608763013702,-6.297868610836141,ridge_a0.1
KR7000720003,Hyundai Engineering & Construction Co Ltd,000720,KOR,Industrials,Aug-26,0.05556152290323199,0.058440789592655605,0.03182413312796992,0.051784026220096584,0.11100001528366567,0.0,naive (no feature history)
ZAE000298253,Northam Platinum Holdings Ltd,NPH,ZAF,Basic Materials,Aug-26,0.0554311438783688,0.05830365416581362,0.03206195860400801,0.05130075929576585,0.09955371869296155,0.0,naive (no feature history)
KR7079550000,LIG Defense&Aerospace Co Ltd,079550,KOR,Industrials,Aug-26,0.05519044414015986,0.058050481070105374,0.033912878325821204,0.05246612850223456,0.10404584418306494,0.0,naive (no feature history)
TH0765010R16,Airports Of Thailand PLC Units Non-voting depository receipts,AOT-R,THA,Industrials,Aug-26,0.06060618824986117,0.05804448057828798,0.033177158182053086,0.05204220710269486,0.11159972700703776,-8.945371958279814,ridge_a0.1
TREBIMM00018,Bim Birlesik Magazalar AS,BIMAS,TUR,Consumer Defensive,Aug-26,0.06323382705864217,0.057851435939874296,0.032467291738061045,0.053078713519668114,0.11098854467357888,-13.019331355062718,ridge_a0.1
KR7064350002,Hyundai Rotem Co,064350,KOR,Industrials,Aug-26,0.05826939495808264,0.05773272791548206,0.032629720838088135,0.05175321355804846,0.11118424621529036,-5.802443771129237,ridge_a0.1
09866|CHN,NIO Inc Class A,09866,CHN,Consumer Cyclical,Aug-26,0.061418549866316376,0.05749390928645905,0.03151456621782941,0.05231715963651036,0.10923671475415273,-11.001979515946184,ridge_a0.1
MYL8869OO009,Press Metal Aluminium Holdings Bhd,8869,MYS,Basic Materials,Aug-26,0.05920210644364232,0.05739013226019529,0.03135340297342037,0.05181994863969498,0.10666499492819358,-7.836675518192679,ridge_a0.1
INE171A01029,The Federal Bank Ltd,FEDERALBNK,IND,Financial Services,Aug-26,0.05427779096611761,0.05709053308221157,0.03186734938662062,0.051515462435944,0.10186643581096487,0.0,naive (no feature history)
INE982J01020,One97 Communications Ltd,543396,IND,Technology,Aug-26,0.05423767434308278,0.057048337566260196,0.03215995539887048,0.0509609244015435,0.10508160354252997,0.0,naive (no feature history)
INE758E01017,Jio Financial Services Ltd,543940,IND,Financial Services,Aug-26,0.05874076527874183,0.0568742610304804,0.03087598904236055,0.05135618849681159,0.10418848683667546,-7.947787246287991,ridge_a0.1
HK0267001375,CITIC Ltd,00267,CHN,Industrials,Aug-26,0.05789831619501051,0.05677292725189885,0.03277103173940122,0.051434436453965754,0.10840646588381947,-6.77477944273353,ridge_a0.1
01177|HKG,Sino Biopharmaceutical Ltd,01177,HKG,Healthcare,Aug-26,0.057657616456801564,0.056742701212743794,0.032730986600839826,0.05172058830726785,0.1158005847046793,-6.435438321427306,ridge_a0.1
CNE000001B33,China Merchants Bank Co Ltd Class A,600036,CHN,Financial Services,Aug-26,0.05755732489921451,0.05662530491877865,0.03025388923563543,0.05035306067203343,0.1032129122213291,-6.466320655415244,ridge_a0.1
COTK7PA00010,Grupo Cibest SA,CIBEST,COL,Financial Services,Aug-26,0.0536258958418017,0.0564048559480017,0.03071199829494302,0.05067365684691265,0.09646497006191983,0.0,naive (no feature history)
KR7000150003,Doosan Corp Ordinary Shares,000150,KOR,Industrials,Aug-26,0.05350554597269723,0.05627826940014758,0.03224954392404981,0.05059627711426137,0.1053212217097241,0.0,naive (no feature history)
INE158A01026,Hero MotoCorp Ltd,HEROMOTOCO,IND,Consumer Cyclical,Aug-26,0.05695557555369214,0.05622997104287829,0.03123051827948788,0.05037466813719235,0.11042214072722235,-6.138026586445788,ridge_a0.1
09868|CHN,XPeng Inc Class A,09868,CHN,Consumer Cyclical,Aug-26,0.05784817041621699,0.056153746582505645,0.031927702251572015,0.050763043377088785,0.10454830027228953,-7.711587464879901,ridge_a0.1
KR7003550001,LG Corp,003550,KOR,Technology,Aug-26,0.05825936580232394,0.056049905366188514,0.03128655239518329,0.050650737721889785,0.10168828795227497,-8.532418321027107,ridge_a0.1
TH0737010R15,CP All PCL Units Non-voting Depository Receipts,CPALL-R,THA,Consumer Defensive,Aug-26,0.0578682287277344,0.055881659963347034,0.03010714530116259,0.05123960240438831,0.11180805142383848,-8.190594567156811,ridge_a0.1
XP|BRA,XP Inc Class A,XP,BRA,Financial Services,Aug-26,0.05774787885862992,0.05587783357688769,0.03147329638638997,0.05068171012625408,0.10404437186238533,-8.005558105716307,ridge_a0.1
INE1CDF01017,Vedanta Aluminium Metal Ltd,VAML,IND,Basic Materials,Aug-26,0.053064263119314156,0.05581411872468244,0.032514607042703945,0.050183506956894976,0.09756043292047356,0.0,naive (no feature history)
SA0007879782,Banque Saudi Fransi,1050,SAU,Financial Services,Aug-26,0.057136100357348854,0.055235151609677055,0.0312584105249051,0.04955403077776346,0.10243071340683765,-8.089946135940728,ridge_a0.1
ZAE000006896,Sasol Ltd,SOL,ZAF,Basic Materials,Aug-26,0.055882455887510576,0.05491398309594968,0.03172764369474594,0.04910579957578535,0.10540525206729094,-6.5744791742686886,ridge_a0.1
KR7047810007,Korea Aerospace Industries Ltd,047810,KOR,Industrials,Aug-26,0.054939715246192206,0.05478312095410182,0.0293856623416343,0.0495171650272016,0.10240574437245197,-5.197796499278081,ridge_a0.1
INE522F01014,Coal India Ltd,COALINDIA,IND,Energy,Aug-26,0.054358024212187245,0.05476147661838879,0.03068686008419672,0.04879089781806205,0.10033234315524686,-4.221164318309498,ridge_a0.1
TW0002002003,China Steel Corp,2002,TWN,Basic Materials,Aug-26,0.057396858407075216,0.05474417140487713,0.03131311273770093,0.049267829796538105,0.09772408744197311,-9.320768564793456,ridge_a0.1
KR7267250009,HD Hyundai,267250,KOR,Energy,Aug-26,0.054087237006702184,0.05468036438647515,0.031174283187000867,0.04813492961869645,0.107020687530238,-3.884225594228638,ridge_a0.1
KR7018260000,Samsung SDS Co Ltd,018260,KOR,Technology,Aug-26,0.05584233926447576,0.05465196120554591,0.03029184147555176,0.04940203545254661,0.11223448534103242,-6.953462949623507,ridge_a0.1
BRVBBRACNOR1,Vibra Energia SA,VBBR3,BRA,Consumer Cyclical,Aug-26,0.05498986102498573,0.05440744364668834,0.030110106294010917,0.049067374257740215,0.10289600453312546,-5.933764359220042,ridge_a0.1
KR7086520004,Ecopro Co Ltd,086520,KOR,Industrials,Aug-26,0.053946828826080304,0.054034069805179254,0.029896650567732296,0.04844691256952021,0.10268544307185143,-4.773060907209143,ridge_a0.1
SA000A0DM9P2,Etihad Etisalat Co JSC,7020,SAU,Communication Services,Aug-26,0.05438811167946337,0.05351434882838191,0.03079382998248279,0.046833185416658436,0.0919415149301118,-6.454192017140575,ridge_a0.1
BRBBASACNOR3,Banco do Brasil SA BB Brasil,BBAS3,BRA,Financial Services,Aug-26,0.05316455467690122,0.053326860630745175,0.03142718949016903,0.04799518024283321,0.10003600676305612,-4.636561304799184,ridge_a0.1
TW0001326007,Formosa Chemicals & Fibre Corp,1326,TWN,Basic Materials,Aug-26,0.05402706207214995,0.05306576895154655,0.03042824591424355,0.04823343805591286,0.10438531861104948,-6.618429017340236,ridge_a0.1
YMM|CHN,Full Truck Alliance Co Ltd ADR,YMM,CHN,Technology,Aug-26,0.0500254289244262,0.05261780839136573,0.030094694730079804,0.04731944247657785,0.11526498011277357,0.0,naive (no feature history)
02319|HKG,China Mengniu Dairy Co Ltd,02319,HKG,Consumer Defensive,Aug-26,0.05522053160743598,0.05246827381661005,0.029949157201502482,0.04630942587305999,0.09590965328766556,-9.665372313445062,ridge_a0.1
CNE100000B24,Zijin Mining Group Co Ltd Class A,601899,CHN,Basic Materials,Aug-26,0.05158997722278436,0.05212517423984947,0.02693483658991033,0.04662259182622734,0.1036108356398375,-3.9405159887074825,ridge_a0.1
HK0688002218,China Overseas Land & Investment Ltd,00688,CHN,Real Estate,Aug-26,0.054598723950396194,0.05146681786508637,0.02760499987725568,0.046244707748366434,0.09541790753429404,-10.38042288421246,ridge_a0.1
CNE1000031P3,Foxconn Industrial Internet Co Ltd Class A,601138,CHN,Technology,Aug-26,0.0493735338001103,0.05140623271325133,0.028943518410346633,0.0465536620870476,0.0954956775964657,-1.0126650518162221,ridge_a0.1
INE213A01029,Oil & Natural Gas Corp Ltd,500312,IND,Energy,Aug-26,0.05163009384581918,0.05136425896255736,0.02906929887548168,0.04625871971572497,0.09296791405386948,-5.416326298825994,ridge_a0.1
INE053A01029,Indian Hotels Co Ltd,500850,IND,Consumer Cyclical,Aug-26,0.05148968566519729,0.051306527054188505,0.029190196700255334,0.045959929056113694,0.09444341259357346,-5.26500347078418,ridge_a0.1
EGS60121C018,Commercial International Bank (Egypt) CIB,COMI,EGY,Financial Services,Aug-26,0.05319464214417734,0.05129957045349981,0.02851819195563093,0.046213121295534634,0.09632240070027719,-8.313814888629931,ridge_a0.1
AEE01195A234,ADNOC Gas PLC,ADNOCGAS,ARE,Energy,Aug-26,0.04864140542972476,0.05116206309104327,0.028928057973321215,0.04646796413135726,0.09971429063272183,0.0,naive (no feature history)
INE200A01026,GE Vernova T&D India Ltd,522275,IND,Industrials,Aug-26,0.048019597772684976,0.05050803259379693,0.028944597463369272,0.04572368753256778,0.09863828901312671,0.0,naive (no feature history)
01888|CHN,Kingboard Laminates Holdings Ltd,01888,CHN,Technology,Aug-26,0.04797948114965015,0.05046583707784555,0.028523117219171477,0.04500539798257866,0.09651617697816718,0.0,naive (no feature history)
BZ|CHN,Kanzhun Ltd ADR,BZ,CHN,Communication Services,Aug-26,0.05304420480779675,0.050127907746934014,0.028709397114030293,0.045230705598107705,0.1005754423060203,-10.153802611178332,ridge_a0.1
INE417T01026,PB Fintech Ltd,543390,IND,Financial Services,Aug-26,0.05420758687580666,0.05009071322638267,0.028343682694132916,0.04552607714010874,0.0978854642750526,-12.14728106810429,ridge_a0.1
KR7138040001,Meritz Financial Group,138040,KOR,Financial Services,Aug-26,0.04881190107762276,0.04987767057179057,0.0279884751221351,0.044514978232925495,0.08768235064694367,-2.850961664736587,ridge_a0.1
ID1000129000,PT Telkom Indonesia (Persero) Tbk Registered Shs Series -B-,TLKM,IDN,Communication Services,Aug-26,0.052121522477995785,0.049863273160185836,0.027948538177771827,0.04436648384440381,0.09489956716892574,-9.04600986742071,ridge_a0.1
KR7042700005,HANMI Semiconductor Co Ltd,042700,KOR,Technology,Aug-26,0.05274333013503556,0.04984220891659747,0.028789121319032798,0.0451822664787597,0.09500649165654396,-10.156264608349334,ridge_a0.1
PLLPP0000011,LPP SA,LPP,POL,Consumer Cyclical,Aug-26,0.04997528314563267,0.04971497009919391,0.028159905069696768,0.0447245688130371,0.09689876733912312,-5.42203068073189,ridge_a0.1
INE155A01022,Tata Motors Passenger Vehicles Ltd,TMPV,IND,Consumer Cyclical,Aug-26,0.05008560385897844,0.04970813957379614,0.027855613610721846,0.043260556289752006,0.08509826905573963,-5.643317997382133,ridge_a0.1
TW0003045001,Taiwan Mobile Co Ltd,3045,TWN,Consumer Cyclical,Aug-26,0.050597090802672454,0.04929683826523387,0.02606014325686757,0.04531163183335489,0.09458048626245258,-7.370016844058239,ridge_a0.1
CNE1000048K8,Haier Smart Home Co Ltd Class H,06690,CHN,Consumer Cyclical,Aug-26,0.050998257033020696,0.04907616198542762,0.02759916604671683,0.04403237617785837,0.08744084494402912,-8.510064022372823,ridge_a0.1
CLP321331116,Banco de Credito e Inversiones SA,BCI,CHL,Financial Services,Aug-26,0.049213067307971,0.048771079790768085,0.028411799423098214,0.04327111500668578,0.09134896439181661,-5.780671941078092,ridge_a0.1
INE262H01021,Persistent Systems Ltd,PERSISTENT,IND,Technology,Aug-26,0.051910910207062955,0.04832882739912635,0.02764031983064713,0.04388710431102518,0.08989670270874421,-11.487281392153594,ridge_a0.1
TH0264010R10,Bangkok Dusit Medical Services PCL Units Non-Voting Depository Receipt,BDMS-R,THA,Healthcare,Aug-26,0.0498649624322869,0.04803960444262222,0.026254641498987562,0.04295511626215333,0.09400532510009024,-8.407061472218388,ridge_a0.1
INE089A01031,Dr Reddy's Laboratories Ltd,500124,IND,Healthcare,Aug-26,0.051238956771229645,0.04794826818403874,0.027869904383392114,0.04305369043660695,0.0884715654679845,-11.032638122567676,ridge_a0.1
INE949L01017,AU Small Finance Bank Ltd,540611,IND,Financial Services,Aug-26,0.05071744067177693,0.047916493393652955,0.027305868508182517,0.04331270219426388,0.08911528199146841,-10.177370579724451,ridge_a0.1
KR7071050009,Korea Investment Holdings Co Ltd,071050,KOR,Financial Services,Aug-26,0.04741784842716261,0.04791154757924122,0.026861743133407775,0.04305581908272822,0.08750894673889578,-3.936939035735848,ridge_a0.1
SA000A0ETHT1,Almarai Co,2280,SAU,Consumer Defensive,Aug-26,0.04858123049517251,0.047732754980166624,0.02650731737720114,0.04211113198670411,0.08794575185036961,-6.587271766026112,ridge_a0.1
INE067A01029,CG Power & Industrial Solutions Ltd,500093,IND,Industrials,Aug-26,0.048531084716378986,0.04751328815045709,0.027045231377274166,0.04343378488609681,0.09060469546009839,-6.920690185969078,ridge_a0.1
BVN|PER,Compania De Minas Buenaventura SAA ADR,BVN,PER,Basic Materials,Aug-26,0.04685621570467506,0.04742195898348096,0.027190577461278582,0.041795011798715934,0.10013173153430104,-3.778893645561296,ridge_a0.1
CNE000001G87,China Yangtze Power Co Ltd Class A,600900,CHN,Utilities,Aug-26,0.048450851470309336,0.04740605006290934,0.02699726070371375,0.041244053877875,0.09512230785602659,-6.976982527945463,ridge_a0.1
INE192A01025,Tata Consumer Products Ltd,500800,IND,Consumer Defensive,Aug-26,0.048450851470309336,0.04733116373302885,0.026748961010446503,0.04046724791069814,0.10006182509328287,-7.1239290118572525,ridge_a0.1
INE216A01030,Britannia Industries Ltd,500825,IND,Consumer Defensive,Aug-26,0.04907265912734912,0.04729613199055094,0.026933166041703392,0.04138379063306874,0.09929479512976117,-8.368647205034796,ridge_a0.1
1590|TWN,Airtac International Group,1590,TWN,Industrials,Aug-26,0.04987499158804561,0.04723546206893991,0.02749398618852352,0.041536597676760205,0.0946251466084819,-9.958359588386605,ridge_a0.1
ZAE000026480,Remgro Ltd,REM,ZAF,Financial Services,Aug-26,0.0493735338001103,0.047198391558317725,0.026678076218575986,0.04006619877725452,0.09505585910424297,-9.115242498710023,ridge_a0.1
INE192R01011,Avenue Supermarts Ltd,540376,IND,Consumer Defensive,Aug-26,0.04914286321766006,0.04714613007559234,0.02643145393894179,0.041738259337554665,0.09305323155392187,-8.78974713627843,ridge_a0.1
CNE100001MK7,The People's Insurance Co (Group) of China Ltd Class H,01339,CHN,Financial Services,Aug-26,0.04836058906848098,0.04699913474835951,0.02745019233506258,0.04129158344550993,0.09474217523117119,-7.603324278505327,ridge_a0.1
MX01KO000002,Coca-Cola Femsa SAB de CV CPO Terms:3 Shs-B- + 5 Shs-L-,KOFUBL,MEX,Consumer Defensive,Aug-26,0.047808985501752145,0.04694286583490668,0.026984622265866787,0.04151987236037674,0.09165050567288167,-6.649179983126407,ridge_a0.1
03692|CHN,Hansoh Pharmaceutical Group Co Ltd,03692,CHN,Healthcare,Aug-26,0.0473977901156452,0.04674316799208133,0.026274812518490252,0.040327319097424555,0.09496150983886226,-6.2398884214844355,ridge_a0.1
HK1208013172,MMG Ltd,01208,CHN,Basic Materials,Aug-26,0.04674589499132929,0.046641742183217164,0.02656604026810082,0.04087576570717019,0.09655219089296156,-5.138639115851013,ridge_a0.1
MX01AC100006,Arca Continental SAB de CV Class B Ordinary Shares,AC,MEX,Consumer Defensive,Aug-26,0.04757831491930191,0.046390356702369434,0.02615906846135787,0.040751211964335954,0.0915233190327364,-7.300643107432522,ridge_a0.1
CLP1506A1070,Banco Santander Chile,BSANTANDER,CHL,Financial Services,Aug-26,0.04715709037743625,0.046072720410635544,0.026809595982423953,0.039815246533826926,0.09686580732714345,-7.1130032728825645,ridge_a0.1
KR7005830005,DB Insurance Co Ltd,005830,KOR,Financial Services,Aug-26,0.047969451993891445,0.04562335758495329,0.026057400124963256,0.04018170891806424,0.0932733595928966,-9.576658436397196,ridge_a0.1
INE423A01024,Adani Enterprises Ltd,512599,IND,Energy,Aug-26,0.04875172614307052,0.04559745770854842,0.026217430716020302,0.039354444815792644,0.09277178464862039,-11.078107354167816,ridge_a0.1
BRCPLEACNOR8,Cia Paranaense De Energia Copel,CPLE3,BRA,Utilities,Aug-26,0.043285836254575674,0.04552896171153457,0.02607698961752167,0.041165779695782695,0.0924883248745117,0.0,naive (no feature history)
HU0000153937,MOL Hungarian Oil and Gas PLC Class A,MOL,HUN,Energy,Aug-26,0.047618431542336734,0.04543671579026203,0.025519193618821358,0.03919291011841561,0.09025117626890397,-9.282742594728974,ridge_a0.1
INE245A01021,Tata Power Co Ltd,500400,IND,Utilities,Aug-26,0.04652525356463776,0.04535467853465268,0.025547582710718844,0.03910535350679001,0.09690268247647882,-7.3188507853173626,ridge_a0.1
TW0002376001,Gigabyte Technology Co Ltd,2376,TWN,Technology,Aug-26,0.04799953946116756,0.04530889551379465,0.025736607840944052,0.03929190596132014,0.08905891878718364,-10.256196655362604,ridge_a0.1
TW0005347009,Vanguard International Semiconductor Corp,5347,TWN,Technology,Aug-26,0.04743790673868002,0.04513532280480501,0.025277097362217452,0.03956902773460632,0.08754486314918869,-9.541558346129525,ridge_a0.1
KR7015760002,Korea Electric Power Corp,015760,KOR,Utilities,Aug-26,0.04598367915366763,0.04510967177829653,0.02595718993574978,0.039308594570048414,0.0956490613928331,-6.733857035346127,ridge_a0.1
BRGGBRACNPR8,Gerdau SA Participating Preferred,GGBR4,BRA,Basic Materials,Aug-26,0.046755924147088,0.04501538855771909,0.02557257231790661,0.039263690986291934,0.09578020826080032,-8.466003709321646,ridge_a0.1
CNE1000041R8,Cambricon Technologies Corp Ltd Class A,688256,CHN,Technology,Aug-26,0.047668577321130265,0.04495833222365814,0.025598880660955274,0.03810653781612207,0.08911249606065562,-10.33229225690525,ridge_a0.1
BRRENTACNOR4,Localiza Rent A Car SA,RENT3,BRA,Industrials,Aug-26,0.04551230883300844,0.044906212704697364,0.02593312007897223,0.03935721567551255,0.0924233862977103,-6.192917909340498,ridge_a0.1
INE095A01012,IndusInd Bank Ltd,INDUSINDBK,IND,Financial Services,Aug-26,0.04874169698731182,0.04477541338389523,0.025799283015303126,0.03881031023746907,0.09449317288251477,-12.663250455386793,ridge_a0.1
ZAE000132577,Vodacom Group Ltd,VOD,ZAF,Communication Services,Aug-26,0.046013766620943745,0.04454716966043711,0.025626571561596576,0.039039337371977165,0.0893557052751021,-7.957078189830905,ridge_a0.1
TW0004938006,Pegatron Corp,4938,TWN,Technology,Aug-26,0.04515125922569502,0.04449464332490658,0.0257533361743573,0.03867986024325912,0.0906734671801026,-6.309419724893425,ridge_a0.1
AED000201015,Dubai Islamic Bank PJSC,DIB,ARE,Financial Services,Aug-26,0.046254466359152695,0.044414074759560156,0.025661247329498208,0.03896588118259661,0.09210115116523726,-8.709620954179895,ridge_a0.1
00020|CHN,SenseTime Group Inc Class B,00020,CHN,Technology,Aug-26,0.04222274574415283,0.044410780538823115,0.024654487713958385,0.03907122279564254,0.08541430230740553,0.0,naive (no feature history)
KR7086280005,Hyundai Glovis Co Ltd,086280,KOR,Industrials,Aug-26,0.04546216305421492,0.04440285251148068,0.02467443738704742,0.038528764008536706,0.0917736135773754,-7.142103499750577,ridge_a0.1
CNE1000002J7,COSCO SHIPPING Holdings Co Ltd Class H,01919,CHN,Industrials,Aug-26,0.04464980143775971,0.044311304988677365,0.02589122497411253,0.03887710371289507,0.09067247698272954,-5.647573317599713,ridge_a0.1
NL0015000RT3,NEPI Rockcastle NV,NRP,ROU,Real Estate,Aug-26,0.046284553826428806,0.04422793980887046,0.0255075265301407,0.0389902648199285,0.09038054200207368,-9.151304801751255,ridge_a0.1
SA1510P1UMH1,Dr Sulaiman Al Habib Medical Services Group Ordinary Shares,4013,SAU,Healthcare,Aug-26,0.044669859749277126,0.04394278300895523,0.02480019095241203,0.03845566282766918,0.08778639021566087,-6.47428535019735,ridge_a0.1
CNE100001922,New China Life Insurance Co Ltd Class H,01336,CHN,Financial Services,Aug-26,0.044459247478344295,0.043816119240128085,0.025338737557598322,0.03813835817414583,0.0898146791905086,-6.30209767198586,ridge_a0.1
TH0003010R12,Siam Cement PCL Units Non-Voting Depository Receipt,SCC-R,THA,Industrials,Aug-26,0.04613411649004822,0.04372961036051404,0.025305206706167586,0.03823944406282334,0.09264595204920091,-9.882016412842294,ridge_a0.1
INE795G01014,HDFC Life Insurance Co Ltd,540777,IND,Financial Services,Aug-26,0.04546216305421492,0.0436148664333145,0.024528087919926046,0.03801702395829948,0.09388142085349692,-8.789987037662355,ridge_a0.1
01548|USA,Genscript Biotech Corp Class H,01548,USA,Healthcare,Aug-26,0.043125369762436375,0.04359066128424803,0.025023141973990574,0.03850035520306531,0.08222797808635408,-3.9010391431940183,ridge_a0.1
INE326A01037,Lupin Ltd,500257,IND,Healthcare,Aug-26,0.04342624443519756,0.04358130270637679,0.025046038289722294,0.03795170988014179,0.08684565163243625,-4.587340563908807,ridge_a0.1
HU0000123096,Chemical Works of Gedeon Richter PLC,RICHTER,HUN,Healthcare,Aug-26,0.04583324181728703,0.043514034230645544,0.025037856215753506,0.03716442890404471,0.08859770409577716,-9.737607939569614,ridge_a0.1
TW0004904008,Far EasTone Telecommunications Co Ltd,4904,TWN,Communication Services,Aug-26,0.04482029708565772,0.043465766865164505,0.024946898019821664,0.037835920994621464,0.09083144898779957,-7.8000509008760845,ridge_a0.1
CNE100006V65,China Tower Corp Ltd Ordinary Shares - Class H,00788,CHN,Communication Services,Aug-26,0.041159655233729976,0.04329259936611165,0.024831632713777623,0.03846749903863153,0.08570812073676998,0.0,naive (no feature history)
KR7006800007,Mirae Asset Securities Co Ltd,006800,KOR,Financial Services,Aug-26,0.04201213347321999,0.04318595253573245,0.0247275811499764,0.03762981018044434,0.08544115043901453,-2.270464992524607,ridge_a0.1
CNE1000016V2,CITIC Securities Co Ltd Class H,06030,CHN,Financial Services,Aug-26,0.04427872267468759,0.043084657102802355,0.02452092574860806,0.03805241738426096,0.08717179621079849,-7.49065145426093,ridge_a0.1
TW0002801008,Chang Hwa Commercial Bank Ltd,2801,TWN,Financial Services,Aug-26,0.045823212661528334,0.04297716300248748,0.02497167846604955,0.03842656172672897,0.08927967722942622,-10.831743460787784,ridge_a0.1
INE663F01032,Info Edge (India) Ltd,NAUKRI,IND,Communication Services,Aug-26,0.04079860562641656,0.04291283972254928,0.024680465741023724,0.038213622154700595,0.08514548963241818,0.0,naive (no feature history)
BRSUZBACNOR0,Suzano SA,SUZB3,BRA,Basic Materials,Aug-26,0.043446302746714974,0.04284864833171084,0.024677180679474227,0.03793869636887971,0.08182402805611762,-6.234652322521658,ridge_a0.1
INE029A01011,Bharat Petroleum Corp Ltd,500547,IND,Energy,Aug-26,0.04400793546920252,0.042810697994944,0.024792647932028546,0.03799539811361427,0.08788982837495589,-7.513279607978651,ridge_a0.1
CNE1000003K3,Jiangxi Copper Co Ltd Class H,00358,CHN,Basic Materials,Aug-26,0.04211242503080706,0.04279513541229692,0.024866708605773984,0.03730270380898648,0.0905775006019486,-3.3855201780097404,ridge_a0.1
INE127D01025,HDFC Asset Management Co Ltd,541729,IND,Financial Services,Aug-26,0.043656915017647804,0.04275065191739788,0.024501997443587758,0.03734669725488969,0.0783113295122582,-6.90041087441963,ridge_a0.1
INE935N01020,Dixon Technologies (India) Ltd,540699,IND,Technology,Aug-26,0.04568280448090645,0.04263511190257701,0.024581226288948745,0.03741562784399195,0.08711388093730008,-11.269543564240095,ridge_a0.1
02382|CHN,Sunny Optical Technology (Group) Co Ltd,02382,CHN,Technology,Aug-26,0.0441483436498244,0.04245521939126378,0.024149218656105982,0.03721752290152345,0.0789491818262913,-8.572942849870769,ridge_a0.1
TW0002356003,Inventec Corp,2356,TWN,Technology,Aug-26,0.041851666981080705,0.04224776026983178,0.024374307249755936,0.03704066714430905,0.08474483799591408,-4.027016670302413,ridge_a0.1
5871|TWN,Chailease Holding Co Ltd,5871,TWN,Financial Services,Aug-26,0.04441913085530947,0.04216541345581084,0.02405041376285414,0.03647843142700859,0.08094810214053043,-9.750589756886956,ridge_a0.1
TH0355010R16,PTT Exploration & Production PCL Units Non-Voting Depository Receipt,PTTEP-R,THA,Energy,Aug-26,0.043877556444339334,0.04201994196984932,0.023612242833839666,0.03671791104141846,0.08114416650065356,-8.951859476207597,ridge_a0.1
CNE1000004Q8,Yankuang Energy Group Co Ltd Class H,01171,CHN,Energy,Aug-26,0.044940646954762194,0.04197050658334599,0.024204873450941508,0.03701815441781019,0.08683239181041276,-11.210224696815223,ridge_a0.1
MYL5398OO002,Gamuda Bhd,5398,MYS,Industrials,Aug-26,0.04401796462496123,0.041844416258958746,0.024344772733628197,0.03598228923838363,0.08711583393448487,-9.621397317525874,ridge_a0.1
CNE100005PT2,Hygon Information Technology Co Ltd Class A,688041,CHN,Technology,Aug-26,0.041320121725869276,0.04160403574452663,0.023903857884865293,0.03695228968588453,0.08043422832156798,-4.273554185997424,ridge_a0.1
TW0003529004,eMemory Technology Inc,3529,TWN,Technology,Aug-26,0.041099480299177746,0.04158855212156961,0.02394245299670314,0.03659487451812625,0.08016477096821716,-3.795466823168872,ridge_a0.1
INE257A01026,Bharat Heavy Electricals Ltd,500103,IND,Industrials,Aug-26,0.04460968481472489,0.041558784367082754,0.02392894668776886,0.03622723291949084,0.08087196959714142,-11.428959495549522,ridge_a0.1
